activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
221136,16316568,[],CHEMBL3707766,Inhibition Assay: Inhibition assay using P450 CYP enzymes.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCC(=O)Nc1ccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)cc1,,,CHEMBL3638998,,2013.0,"{'bei': '14.17', 'le': '0.26', 'lle': '0.67', 'sei': '5.67'}",CHEMBL3645217,,CHEMBL3645217,6.06,0,http://www.openphacts.org/units/Nanomolar,2518365,=,37,1,=,,IC50,nM,,880.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,880.0
253312,16317292,[],CHEMBL3707503,"Inhibition Assay: Mixtures of isozyme inhibitors (sulfaphenazole, tranylcypromine, and ketoconazole as specific inhibitors of isozymes 2C9, 2C19, and 3A4, respectively) were prepared containing each inhibitor at concentrations of 6000, 2000, 600, 200, 60, 20, 6, and 2 uM by serial dilution with DMSO:ACN (50:50 v/v). The mixed inhibitor solutions were then diluted 20-fold with DMSO:MeCN:deionized water (5:5:180 v/v/v) to concentrations of 300, 100, 30, 10, 3, 1, 0.3, and 0.1 uM. The percent of organic solvent attributable to the test compound or inhibitor mixture in the final reaction mixture was 2% v/v. Pooled human liver microsome suspension (20 mg/mL) was diluted with phosphate buffer to obtain a 5 mg/mL suspension. A solution of NADPH was prepared in phosphate buffer at a concentration of 5 mM. Separate stock solutions of each substrate were prepared in DMSO:MeCN (50:50 v/v), mixed, and diluted in phosphate buffer to obtain a single solution.",B,,,BAO_0000190,BAO_0000019,assay format,OC(Cn1cncn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,,,CHEMBL3638495,,2014.0,"{'bei': '8.35', 'le': '0.16', 'lle': '-0.84', 'sei': '6.02'}",CHEMBL3680984,,CHEMBL3680984,4.40,0,http://www.openphacts.org/units/Nanomolar,2556938,=,37,1,=,,IC50,nM,,40000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,40000.0
320517,16317487,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,Cn1cc(F)cc(CNc2ncc(Cc3c[nH]c4ncc(Cl)cc34)cn2)c1=O,,,CHEMBL3639021,,2015.0,,CHEMBL3673976,,CHEMBL3673976,,0,http://www.openphacts.org/units/Nanomolar,2549437,>,37,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,10000.0
221140,16318749,[],CHEMBL3707766,Inhibition Assay: Inhibition assay using P450 CYP enzymes.,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)/C=C/c1cc(OC)cc(-c2ccc3cc(OC)ccc3c2)c1,,,CHEMBL3638998,,2013.0,"{'bei': '14.55', 'le': '0.27', 'lle': '0.77', 'sei': '10.63'}",CHEMBL3645225,,CHEMBL3645225,5.05,0,http://www.openphacts.org/units/Nanomolar,2518373,=,37,1,=,,IC50,nM,,8830.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,8830.0
291604,16322648,[],CHEMBL3707571,"Inhibition Assay: Solutions of each test compound were separately prepared at concentrations of 20000, 6000, 2000, 600, 200, and 60 uM by serial dilution with DMSO:MeCN (50:50 v/v). The individual test compound solutions were then diluted 20-fold with DMSO:MeCN:deionized water (5:5:180 v/v/v) to concentrations of 1000, 300, 100, 30, 10, and 3 uM. Mixtures of isozyme inhibitors (sulfaphenazole, tranylcypromine, and ketoconazole as specific inhibitors of isozymes 2C9, 2C19, and 3A4, respectively) were prepared containing each inhibitor at concentrations of 6000, 2000, 600, 200, 60, 20, 6, and 2 uM by serial dilution with DMSO:ACN (50:50 v/v). The mixed inhibitor solutions were then diluted 20-fold with DMSO:MeCN:deionized water (5:5:180 v/v/v) to concentrations of 300, 100, 30, 10, 3, 1, 0.3, and 0.1 uM. The percent of organic solvent attributable to the test compound or inhibitor mixture in the final reaction mixture was 2% v/v.Pooled human liver microsome suspension (20 mg/mL) was determined.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C(O)c1ccc2cc(OCC(F)(F)F)ccc2c1,,,CHEMBL3638942,,2015.0,"{'bei': '14.86', 'le': '0.29', 'lle': '-0.04', 'sei': '15.04'}",CHEMBL3682508,,CHEMBL3682508,4.43,0,http://www.openphacts.org/units/Nanomolar,2558610,=,37,1,=,,IC50,nM,,37000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,37000.0
320480,16322884,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,Fc1cncc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)c(F)n2)c1,,,CHEMBL3639021,,2015.0,,CHEMBL3673943,,CHEMBL3673943,,0,http://www.openphacts.org/units/Nanomolar,2549403,<,37,1,<,,IC50,nM,,5000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,5000.0
221137,16325495,[],CHEMBL3707766,Inhibition Assay: Inhibition assay using P450 CYP enzymes.,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)/C=C/c1c(OC)ccc2cc(-c3cccc(OC)c3)ccc12,,,CHEMBL3638998,,2013.0,"{'bei': '14.13', 'le': '0.26', 'lle': '0.02', 'sei': '11.44'}",CHEMBL3645215,,CHEMBL3645215,5.12,0,http://www.openphacts.org/units/Nanomolar,2518361,=,37,1,=,,IC50,nM,,7540.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,7540.0
320501,16325601,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,Cc1cnc2[nH]cc(Cc3ccc(NCc4ccnc(C)c4)nc3F)c2c1,,,CHEMBL3639021,,2015.0,,CHEMBL3673968,,CHEMBL3673968,,0,http://www.openphacts.org/units/Nanomolar,2549429,<,37,1,<,,IC50,nM,,5000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,5000.0
320514,16325876,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,COc1ncccc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,,,CHEMBL3639021,,2015.0,,CHEMBL3669005,,CHEMBL3669005,,0,http://www.openphacts.org/units/Nanomolar,2544245,>,37,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,10000.0
320499,16327477,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,FC(F)(F)c1ccncc1CNc1ccc(Cc2c[nH]c3ncc(Cl)cc23)cn1,,,CHEMBL3639021,,2015.0,"{'bei': '12.69', 'le': '0.25', 'lle': '0.07', 'sei': '7.97'}",CHEMBL3673967,,CHEMBL3673967,5.30,0,http://www.openphacts.org/units/Nanomolar,2549428,=,37,1,=,,IC50,nM,,5000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,5000.0
320513,16328611,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(CNc2ccc(Cc3c[nH]c4ncc(C)cc34)c(F)n2)nc1,,,CHEMBL3639021,,2015.0,"{'bei': '14.67', 'le': '0.27', 'lle': '0.99', 'sei': '7.97'}",CHEMBL3673940,,CHEMBL3673940,5.30,0,http://www.openphacts.org/units/Nanomolar,2549400,=,37,1,=,,IC50,nM,,5000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,5000.0
320512,16328909,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,Cc1cnc2[nH]cc(Cc3ccc(NCc4ccnc(F)c4)nc3F)c2c1,,,CHEMBL3639021,,2015.0,,CHEMBL3673939,,CHEMBL3673939,,0,http://www.openphacts.org/units/Nanomolar,2549399,<,37,1,<,,IC50,nM,,5000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,5000.0
320488,16329445,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,COc1cnc2[nH]cc(Cc3ccc(NCc4ccc(Cl)cc4)nc3F)c2c1,,,CHEMBL3639021,,2015.0,,CHEMBL3673948,,CHEMBL3673948,,0,http://www.openphacts.org/units/Nanomolar,2549408,<,37,1,<,,IC50,nM,,5000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,5000.0
253311,16329527,[],CHEMBL3707503,"Inhibition Assay: Mixtures of isozyme inhibitors (sulfaphenazole, tranylcypromine, and ketoconazole as specific inhibitors of isozymes 2C9, 2C19, and 3A4, respectively) were prepared containing each inhibitor at concentrations of 6000, 2000, 600, 200, 60, 20, 6, and 2 uM by serial dilution with DMSO:ACN (50:50 v/v). The mixed inhibitor solutions were then diluted 20-fold with DMSO:MeCN:deionized water (5:5:180 v/v/v) to concentrations of 300, 100, 30, 10, 3, 1, 0.3, and 0.1 uM. The percent of organic solvent attributable to the test compound or inhibitor mixture in the final reaction mixture was 2% v/v. Pooled human liver microsome suspension (20 mg/mL) was diluted with phosphate buffer to obtain a 5 mg/mL suspension. A solution of NADPH was prepared in phosphate buffer at a concentration of 5 mM. Separate stock solutions of each substrate were prepared in DMSO:MeCN (50:50 v/v), mixed, and diluted in phosphate buffer to obtain a single solution.",B,,,BAO_0000190,BAO_0000019,assay format,OC(Cn1cncn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(F)cc2)cn1,,,CHEMBL3638495,,2014.0,"{'bei': '12.07', 'le': '0.23', 'lle': '0.95', 'sei': '8.44'}",CHEMBL3680983,,CHEMBL3680983,5.39,0,http://www.openphacts.org/units/Nanomolar,2556937,=,37,1,=,,IC50,nM,,4100.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,4100.0
320476,16330618,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CNc2ncc(Cc3c[nH]c4ncc(C)cc34)cc2F)cn1,,,CHEMBL3639021,,2015.0,,CHEMBL3673957,,CHEMBL3673957,,0,http://www.openphacts.org/units/Nanomolar,2549417,>,37,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,10000.0
233061,16330994,[],CHEMBL3707576,"Inhibition Assay: In the design of clinically safe and effective metalloenzyme inhibitors, use of the most appropriate metal-binding group for the particular target and clinical indication is critical. If a weakly binding metal-binding group is utilized, potency may be suboptimal. On the other hand, if a very tightly binding metal-binding group is utilized, selectivity for the target enzyme versus related metalloenzymes may be suboptimal. The lack of optimal selectivity can be a cause for clinical toxicity due to unintended inhibition of these off-target metalloenzymes. One example of such clinical toxicity is the unintended inhibition of human drug metabolizing enzymes such as CYP2C9, CYP2C19 and CYP3A4 by the currently-available prostate anticancer agent ketoconazole. It is believed that this off-target inhibition is caused primarily by the indiscriminate binding of the currently utilized 1-imidazole to iron in the active site of CYP2C9, CYP2C19 and CYP3A4.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ccc(C(O)(c3cnn[nH]3)C(C)C)cc2cc1OC,,,CHEMBL3638860,,2014.0,"{'bei': '13.69', 'le': '0.26', 'lle': '1.61', 'sei': '5.58'}",CHEMBL3264597,,CHEMBL3264597,4.48,0,http://www.openphacts.org/units/Nanomolar,2566219,=,37,1,=,,IC50,nM,,33000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,33000.0
221138,16333136,[],CHEMBL3707766,Inhibition Assay: Inhibition assay using P450 CYP enzymes.,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)Nc1cccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)c1,,,CHEMBL3638998,,2013.0,"{'bei': '15.21', 'le': '0.29', 'lle': '1.21', 'sei': '7.12'}",CHEMBL1650658,,CHEMBL1650658,6.17,0,http://www.openphacts.org/units/Nanomolar,2518375,=,37,1,=,,IC50,nM,,680.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,680.0
320498,16334858,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,Cc1cnc2[nH]cc(Cc3ccc(NCc4cnccc4C(F)(F)F)nc3F)c2c1,,,CHEMBL3639021,,2015.0,,CHEMBL3673966,,CHEMBL3673966,,0,http://www.openphacts.org/units/Nanomolar,2549427,<,37,1,<,,IC50,nM,,5000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,5000.0
320520,16339206,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C#N)cc23)c(F)n1,,,CHEMBL3639021,,2015.0,,CHEMBL3673982,,CHEMBL3673982,,0,http://www.openphacts.org/units/Nanomolar,2549443,>,37,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,10000.0
320490,16339252,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CNc2ncc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,,,CHEMBL3639021,,2015.0,,CHEMBL3673959,,CHEMBL3673959,,0,http://www.openphacts.org/units/Nanomolar,2549419,>,37,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,10000.0
273496,16340297,[],CHEMBL3707830,"Inhibition Assay: Solutions of each test compound were separately prepared at concentrations of 20000, 6000, 2000, 600, 200, and 60 μM by serial dilution with DMSO:MeCN (50:50 v/v). The individual test compound solutions were then diluted 20-fold with DMSO:MeCN:deionized water (5:5:180 v/v/v) to concentrations of 1000, 300, 100, 30, 10, and 3 μM. Mixtures of isozyme inhibitors (sulfaphenazole, tranylcypromine, and ketoconazole as specific inhibitors of isozymes 2C9, 2C19, and 3A4, respectively) were prepared containing each inhibitor at concentrations of 6000, 2000, 600, 200, 60, 20, 6, and 2 μM by serial dilution with DMSO:ACN (50:50 v/v). The mixed inhibitor solutions were then diluted 20-fold with DMSO:MeCN:deionized water (5:5:180 v/v/v) to concentrations of 300, 100, 30, 10, 3, 1, 0.3, and 0.1 μM. The percent of organic solvent attributable to the test compound or inhibitor mixture in the final reaction mixture was 2% v/v.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,,,CHEMBL3638936,,2014.0,"{'bei': '13.81', 'le': '0.26', 'lle': '2.64', 'sei': '6.29'}",CHEMBL638,VORICONAZOLE,CHEMBL638,4.82,1,http://www.openphacts.org/units/Nanomolar,2576210,=,37,1,=,,IC50,nM,,15000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,15000.0
320508,16340378,[],CHEMBL3707778,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",B,,,BAO_0000190,BAO_0000019,assay format,Cc1cnc2[nH]cc(Cc3cnc(NCc4cccc(N5CCCC5)n4)nc3)c2c1,,,CHEMBL3639021,,2015.0,,CHEMBL3669004,,CHEMBL3669004,,0,http://www.openphacts.org/units/Nanomolar,2544244,<,37,1,<,,IC50,nM,,5000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,5000.0
